Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
32	15.010852	20.6304	151.24762	5.207523	9.114252	3.9904659	20.26579	5.918555	200.0	200.0	319999	13.772491	54.36007	765.1133	-379.94226	13.773043	54.340534	820.5674	-406.4936	-1.1765982	2.0894089	25.50539	-11.904783	-13.5645	48.9294	4383.981976032257
33	13.18406	6.9670944	40.097805	7.223597	7.822104	1.4675722	11.938927	6.383326	200.0	200.0	329999	16.174803	49.857437	757.09534	-318.24167	16.17523	49.846687	778.0198	-344.2918	-1.2192918	2.075763	24.200428	-12.525476	-16.009863	42.27296	4518.692989826202
34	13.744812	5.1858034	28.64952	7.5103426	12.172392	4.2355485	19.450735	6.9428425	200.0	200.0	339999	18.01782	48.104706	823.8147	-314.5106	18.018948	48.10004	791.8602	-321.3637	-1.2684848	2.0686316	23.161383	-12.820547	-17.884066	38.213345	4655.4642033576965
35	19.73262	18.302301	104.7044	6.2265787	7.97495	2.5071144	11.1418085	3.9753006	200.0	200.0	349999	20.451168	46.33568	663.76733	-344.82138	20.449482	46.334736	650.2779	-346.01123	-1.2999647	2.0723188	40.067192	-11.583366	-20.358946	35.072315	4793.89617228508
36	16.023008	7.4819674	40.758224	7.125566	14.347189	7.7921953	27.529972	6.782817	200.0	200.0	359999	21.369564	43.270916	583.3317	-366.67957	21.368711	43.272106	544.6224	-365.7066	-1.4834441	2.0133107	37.708282	-13.14781	-21.315653	30.241976	4932.885486364365
37	17.33794	7.7580686	37.88279	8.648139	11.26841	2.4796686	14.442414	7.6314287	200.0	200.0	369999	23.555698	41.18605	620.3644	-351.74994	23.55459	41.188663	615.5429	-341.81033	-1.5268769	2.085111	44.47816	-11.974264	-23.5663	31.658594	5071.7914934158325
38	15.466708	8.1459675	39.95277	7.1792083	9.311432	3.7786016	15.898501	5.416497	200.0	200.0	379999	25.340168	42.925373	689.1245	-350.0668	25.338642	42.94498	675.79126	-334.2646	-1.5284582	2.1481202	33.525257	-12.90613	-25.326157	35.34305	5205.8928101062775
39	14.453281	7.0951905	35.908775	6.736401	11.085785	1.4580805	13.251841	9.425244	200.0	200.0	389999	27.222544	46.044334	740.18915	-345.86182	27.220945	46.056217	721.99786	-348.618	-1.4421468	2.299555	41.405457	-12.092963	-27.221125	40.37765	5344.641732931137
40	16.348583	9.083718	51.584026	6.204047	14.792734	12.205254	51.09921	8.834565	200.0	200.0	399999	28.532673	46.337063	756.9602	-410.5286	28.531694	46.34509	738.9776	-406.64966	-1.349688	2.3915992	40.145905	-11.373725	-28.485952	44.595165	5480.7534720897675
41	21.567598	20.297985	106.3974	7.870521	12.085413	4.6610413	25.29713	9.55304	200.0	200.0	409999	25.181324	37.789783	566.5903	-463.33487	25.182852	37.784046	565.7403	-457.61526	-1.6378855	1.9627194	27.226486	-12.248665	-25.120195	31.550562	5614.771697998047
42	22.703875	46.703865	344.04013	7.5539017	13.094698	4.804028	20.767626	7.312763	200.0	200.0	419999	22.996422	33.66575	581.74426	-482.41367	22.998455	33.659107	579.4188	-488.20938	-1.7811438	1.8084875	32.544308	-11.477607	-22.989954	24.585669	5750.27120423317
43	17.174156	9.12742	51.896942	6.1245227	10.593988	4.0603814	22.513868	8.10173	200.0	200.0	429999	24.264791	33.79009	673.8811	-441.4702	24.26573	33.79178	667.15216	-432.81857	-1.8369257	1.7302262	25.637617	-10.835049	-24.30154	22.119122	5891.378331899643
44	17.828531	11.721974	57.437374	6.0270433	11.392717	5.5680594	25.590294	5.1382604	200.0	200.0	439999	26.200937	38.351406	907.6012	-432.00986	26.199587	38.359077	912.5412	-417.9131	-1.821713	1.738623	30.564411	-10.830698	-26.246632	24.324236	6026.396245241165
45	14.662188	9.133309	39.243168	6.0129066	12.038769	7.181719	31.296307	7.1999803	200.0	200.0	449999	27.346684	42.49097	959.1542	-443.96567	27.34571	42.504906	972.3705	-427.2184	-1.7584524	1.832085	26.985	-12.602652	-27.404137	27.974554	6167.070444107056
46	12.664314	10.029883	57.610764	4.0346828	8.308758	1.4156437	10.135646	5.771204	200.0	200.0	459999	27.953058	48.89005	1140.4801	-467.30502	27.951572	48.902744	1132.1884	-444.2375	-1.6810555	1.9789258	25.38848	-12.608697	-28.019804	35.47826	6304.942910432816
