Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	9.922419	4.4048634	26.578386	5.4887214	10.689585	9.536743e-07	10.689586	10.689586	200.0	200.0	9999	11.639657	6.060142	26.04174	-0.02591636	11.639652	6.0601587	26.16985	-0.022104045	-2.7334216	0.23772618	-1.2037172	-8.760586	-12.178759	0.01110679	743.7132568359375
2	11.69996	10.478355	78.78697	5.020703	11.479714	0.0	11.479714	11.479714	200.0	200.0	19999	29.262444	4.513483	59.902866	18.86429	29.262436	4.513941	59.515728	18.87234	-2.7332551	0.23693345	0.5438223	-8.051886	-29.786413	0.04343338	1605.6435849666595
3	13.877628	16.198265	118.88113	4.6241045	12.555665	0.0	12.555665	12.555665	200.0	200.0	29999	40.687946	3.5267627	76.14955	9.710563	40.687904	3.5276875	70.97109	9.425236	-2.73099	0.24502869	10.684989	-9.303156	-41.191864	0.10682605	2455.47935295105
4	10.311509	3.7643406	26.264072	5.4707932	10.898451	9.536743e-07	10.89845	10.89845	200.0	200.0	39999	47.486477	3.6438396	81.77057	-6.396739	47.48645	3.645069	85.36481	-6.612871	-2.7247047	0.27763316	7.9087553	-8.983554	-47.983078	0.22331208	3380.8358750343323
5	14.07919	10.6682	72.47603	5.958934	11.640711	9.536743e-07	11.640712	11.640712	200.0	200.0	49999	51.667652	4.208668	116.134735	-3.5108914	51.667625	4.209918	113.37285	-3.826783	-2.7152402	0.32705542	11.43709	-10.008673	-52.153255	0.33202735	4234.106783151627
6	15.836723	7.933074	37.78538	6.2787824	13.1194515	9.536743e-07	13.119452	13.119452	200.0	200.0	59999	54.072594	5.0698037	110.518585	-58.524845	54.07244	5.0731387	112.186295	-60.951584	-2.703908	0.36707845	11.195128	-8.390132	-54.544926	0.58972937	5103.323262453079
7	16.814545	24.94313	184.88406	6.470113	15.092191	9.536743e-07	15.09219	15.09219	200.0	200.0	69999	55.615013	5.4359775	99.862595	-44.650326	55.615116	5.4336963	101.09014	-45.791016	-2.7041514	0.37663892	11.693874	-8.663734	-56.088123	0.6185666	6054.691380262375
8	21.179333	33.617786	223.61601	6.792975	13.237485	0.0	13.237485	13.237485	200.0	200.0	79999	56.604916	5.7649503	100.17169	-14.037731	56.604885	5.764992	101.654785	-14.040579	-2.7037	0.35559714	8.174036	-8.715217	-57.07077	0.53508234	6945.991195201874
9	19.833807	20.273994	137.33904	7.045041	18.869282	1.9073486e-06	18.869284	18.869284	200.0	200.0	89999	57.266525	6.301992	98.32292	-15.728416	57.266155	6.3092766	101.092384	-17.247232	-2.6893973	0.44731534	19.228453	-9.106625	-57.732933	0.6851647	7918.26566195488
10	17.410524	16.544264	86.675606	5.5449457	14.034159	9.536743e-07	14.034158	14.034158	200.0	200.0	99999	57.790787	6.84834	102.34728	-20.98993	57.790577	6.853811	104.41882	-22.74561	-2.6767447	0.47501504	14.077701	-9.994171	-58.2475	0.8629065	8775.377796173096
