Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
1	14.10737	11.204384	73.03113	5.1137314	10.6081295	0.0	10.6081295	10.6081295	200.0	200.0	9999	12.090202	7.4566708	344.36966	-0.053006887	12.0901785	7.455178	341.40628	-0.06685653	-2.7280774	0.30509818	15.013236	-8.233475	-12.617289	0.2399643	119.78707313537598
2	12.710274	10.097251	54.900585	1.6657922	5.0557294	0.0	5.0557294	5.0557294	200.0	200.0	19999	71.96541	157.66014	13960.69	-1.0359399	71.94618	157.61101	13981.181	-1.1086168	1.755536	7.7829657	119.72305	-11.024894	-78.94008	2035.145	251.35900926589966
3	4.4743676	3.3444147	25.151424	1.9543666	2.34034	0.0	2.34034	2.34034	200.0	200.0	29999	778.01746	2030.8103	49449.04	20.64818	778.1057	2031.4207	49692.72	17.600565	20.817966	15.517001	204.77505	-14.44819	-810.2594	225314.25	386.93815207481384
4	61.299572	199.56693	976.8069	2.2661073	22.846922	0.0	22.846922	22.846922	200.0	200.0	39999	2679.787	4136.2783	75825.13	343.74542	2680.2314	4135.639	75902.24	361.71457	28.894644	19.656015	318.54602	-8.926988	-2769.725	1001778.8	524.4068455696106
5	119.653496	294.0777	1423.6825	1.8578634	19.683903	1.9073486e-06	19.683905	19.683905	200.0	200.0	49999	5517.901	4503.7285	51681.848	1055.1033	5517.6055	4503.6514	51696.19	981.3391	18.582914	12.933617	187.2817	-7.00087	-5592.4937	431538.78	657.8590989112854
6	57.183804	159.30653	1095.4254	8.9815855	8.842215	0.0	8.842215	8.842215	200.0	200.0	59999	7234.999	3862.529	35743.42	1562.2466	7234.7383	3863.0598	36104.246	1471.2577	19.866188	10.448171	158.7314	-6.2513833	-7323.6826	317009.47	795.3637433052063
7	14.44397	9.91753	67.46822	5.4559026	11.395911	0.0	11.395911	11.395911	200.0	200.0	69999	8072.832	2480.7615	28373.611	2655.5278	8072.648	2481.3704	28909.076	2642.8274	19.866182	9.983148	110.834175	-6.4191008	-8144.029	145142.4	942.6546502113342
8	20.934254	89.65148	647.5208	2.6513927	2.632812	0.0	2.632812	2.632812	200.0	200.0	79999	7389.225	1749.0969	23617.055	3956.3684	7389.12	1749.5688	23146.287	3889.638	17.680502	10.01695	149.44212	-9.677219	-7432.292	47920.402	1084.6154022216797
9	3.5082977	1.1195643	5.9412284	2.1563513	10.352179	0.0	10.352179	10.352179	200.0	200.0	89999	6380.5234	1438.7802	21375.746	4096.0474	6380.5103	1438.942	21159.117	3760.3184	15.884946	7.725061	162.10948	-9.064224	-6421.4414	25460.115	1226.7151267528534
10	8.727671	5.845149	31.19352	2.9404936	14.596738	9.536743e-07	14.596737	14.596737	200.0	200.0	99999	5316.4575	1389.636	19721.133	2979.8967	5316.4487	1389.8357	19716.072	3066.3962	14.197873	7.0331182	156.86707	-8.595709	-5343.361	21463.723	1369.9646291732788
11	17.50686	12.749886	89.39231	7.533672	11.353897	0.0	11.353897	11.353897	200.0	200.0	109999	4352.143	1438.5292	22059.59	1517.7449	4352.139	1438.5898	21225.238	1479.8346	11.452565	5.941201	111.47662	-10.088662	-4375.397	24660.162	1513.4906890392303
12	28.376867	67.11343	394.1829	6.761954	12.775078	0.0	12.775078	12.775078	200.0	200.0	119999	3482.987	1281.5458	17333.262	396.40378	3482.9905	1281.6528	17196.203	370.6384	10.713657	6.341198	118.801796	-10.850196	-3495.6553	14722.033	1662.7571930885315
13	30.016237	101.773735	738.46484	7.558536	18.131409	0.0	18.131409	18.131409	200.0	200.0	129999	2603.565	974.8563	12338.442	-228.7984	2603.5833	975.02155	12449.701	-257.09726	9.670718	5.9959145	103.743324	-9.429569	-2609.58	8436.542	1803.8447852134705
14	44.72801	93.20953	668.8541	6.667111	29.061594	1.9073486e-06	29.061596	29.061596	200.0	200.0	139999	1887.9926	731.4044	8978.391	-968.7722	1888.0077	731.50385	8975.013	-955.17145	8.884158	5.3510303	83.35017	-11.377729	-1893.2957	5469.9995	1947.077693939209
15	25.52292	21.533346	108.47715	6.326911	110.86107	7.6293945e-06	110.86108	110.86108	200.0	200.0	149999	1405.63	511.87186	7115.4688	-1517.5182	1405.645	511.87244	7232.6064	-1496.4827	7.764386	4.83219	76.99466	-11.464417	-1408.6472	3128.2107	2093.564898252487
16	20.381937	27.825966	198.4471	7.8049755	16.230076	0.0	16.230076	16.230076	200.0	200.0	159999	991.91235	401.5367	5836.7573	-1561.7509	991.9138	401.5938	5725.9136	-1564.1722	5.8262825	4.6165657	85.914925	-13.438714	-992.5854	1639.6156	2237.897307872772
17	67.551544	110.61162	728.9993	4.1082277	7.2307334	0.0	7.2307334	7.2307334	200.0	200.0	169999	696.00287	366.39316	5203.5435	-1461.1337	696.00183	366.44592	4907.1997	-1475.1274	5.1646285	4.3134117	57.97918	-13.977875	-696.4957	1345.6266	2382.029143810272
